	for_query	tweet	username	date	hashtags	likes	retweets	url
19	stop racism	"@NYR_igor_savior "". I'll wake you up when 12% of the population stop doing more than 50% of the crime in america."" 

That racism is yours, own it."	JanetPl43057653	Wed Dec 09 23:55:49 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1336821887775621120
0	Racism is everywhere	racism is happening everywhere not just in america	H4PPYDREAM	Fri Dec 11 14:25:58 +0000 2020	['BLM']	1	0	https://twitter.com/twitter/statuses/1337403256318926850
1	Racism is everywhere	@Seano34 @BuzzFeedNews I know racism is everywhere but in America it is down right scary and I am tired.	malleyne2009	Mon Dec 14 01:20:33 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1338292763171958793
2	Racism is everywhere	@mattyglesias Racism is everywhere in America so yeah he appealed to non whites who see themselves as white	madjockmcferson	Thu Dec 17 13:23:04 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1339561754259550208
3	Racism is everywhere	The racism of highway building and White flight to the suburbs after decades of redlining were destructive everywhere in America. https://t.co/TsDxKjRHDO	UrbanistOrg	Thu Dec 17 18:46:45 +0000 2020	['BLM']	15	3	https://twitter.com/twitter/statuses/1339643210457464833
4	Racism is everywhere	@Smurflexis @AngieLilu @caofpa Racism exists here just like everywhere else... but unlike America, you’re not likely to be shot for being black.	tilisa_t	Wed Dec 16 03:27:19 +0000 2020	['BLM']	16	0	https://twitter.com/twitter/statuses/1339049439160233984
5	Racism is everywhere	@DRE4MBRAINROT and then fans using the “he’s not from america!!” line.. racism and discrimination don’t just happen in america it happens everywhere every single day	MILICVRE	Wed Dec 09 07:01:54 +0000 2020	['BLM']	3	0	https://twitter.com/twitter/statuses/1336566724846501888
6	Racism is everywhere	@benb607 @LarryDeLuca @Jenfeds73 @LabyrinthWeaver @newtgingrich Every party was the racist party. Racism is cultural and institutional. Racism is socialized into everyone and exists everywhere in America.	MijimoGo	Sun Dec 13 22:11:03 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1338245074619129864
7	Racism is everywhere	If anyone is still confused about racism in America all they need to do is look at this map. Racism exists everywhere BUT it's no coincidence that the states that the southern &amp; Midwestern states lean red. https://t.co/JTanypnbEa	theSaraMonte	Tue Dec 15 00:07:16 +0000 2020	['BLM']	1	0	https://twitter.com/twitter/statuses/1338636706292129794
8	Racism is everywhere	aboriginal australians are the longest known living culture in the entire world, and the white man has built a war against them simply for just existing on their own land, this isn’t just in america, it’s everywhere you go, systematic racism is a global problem	YikesTyeler	Fri Dec 11 03:42:57 +0000 2020	['BLM']	11	2	https://twitter.com/twitter/statuses/1337241435783892992
9	Racism is everywhere	"@2017_itstime @LMatjeka @nypost BS! Racism exists, just like everywhere else in the world, but to say it is in every pore of American life is just silly.  Actually America is one of the least racist countries in the world.
https://t.co/d62a9q9ouD"	Jeff3327	Wed Dec 16 20:16:58 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1339303525973716998
10	Racism is everywhere	"bitches will whole ass forget that other countries and continents exist and say shit like ""there is zero racism against white ppl anywhere."" Like, yes, you're correct that it doesn't happen HERE but, y'know, not everywhere is America."	RiverthebigFxg	Wed Dec 16 04:33:11 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1339066015485992960
11	Racism is everywhere	@sunnkissedhoney @rllyrllymechery @SouthernLifeTN @Luvall7ofmybaes 1) i’m not black 2) just because i’m not from the US does not mean i can’t recognize racism. racism happens everywhere in the world and not just in America 3) here’s Hwasa in a durag which is CA https://t.co/1TO9OAhmjS	goonayeon	Sun Dec 13 09:05:45 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1338047447726051328
12	Racism is everywhere	@mothaphucktrump @gringo_mijo Racism exists everywhere lmao. But to call America racist as a whole would be like saying Biden’s 94 crime bill is less racist than Trumps 1st step act. #Next 😂😂😂😂	Tito132291	Wed Dec 09 06:58:26 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1336565856180944896
13	Racism is everywhere	Britain successfully exported its classism and racism to America and even Americans who like to think of themselves as activists eat it right up,  because everyone knows oppression and marginalisation are uniquely American problems and everywhere else in the world is just whining	kilieit	Thu Dec 10 15:45:45 +0000 2020	['BLM']	3	0	https://twitter.com/twitter/statuses/1337060945688924161
14	Racism is everywhere	As America invited DR. from other countries to practice, it was not the same welcome for Africans and African American Dr. in this country and racism is high everywhere black are including going to the hospital. The science tells us this. https://t.co/THBheW2DAm	KevinBe69542847	Mon Dec 14 19:00:01 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1338559385459589120
15	Racism is everywhere	I have to say that racism exists everywhere and we need to fight to end all sorts of discrimination worldwide. I also believe some countries are way too focused on race. European countries are much less focused on race than the United States or Latin America.	VelamDahlstrom	Wed Dec 09 15:34:46 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1336695795605774338
16	Racism is everywhere	to people making excuses as too why they can’t spread the word on Black Lives Matter because they “don’t live in America” DISCRIMINATION AND RACISM OCCURS EVERYWHERE IN THE WORLD. stop making excuses, help speak up and spread the word!	0URDRE4M	Fri Dec 11 06:35:00 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1337284730861961219
17	Racism is everywhere	@BamWrld_ My mom lived in Massachusetts for almost 2 decades and was never called anything racist. Around 15 years ago, my dad got called a hard r lover in Miami. Racism is everywhere in America, don’t generalize and spread stereotypes	jahtakeover	Wed Dec 09 19:23:55 +0000 2020	['BLM']	1	0	https://twitter.com/twitter/statuses/1336753461053038592
18	Racism is everywhere	@FootballRenais1 @Shoaib10i @SkySportsNews No one goes on YouTube or social media and say i tried to Rape a girl or didn't follow the rules of Spain that's why they kicked out. They all goes there saying their own side. Racism is real everywhere i have been racially abuse in Spain same as in America when I visit there.	Lancemavin	Thu Dec 17 12:57:20 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1339555276198989830
19	Racism is everywhere	racism  is  everywhere  and  just  because  in  america  its  really  serious  doesnt  mean  its  only  here....	redskinni	Fri Dec 11 04:41:33 +0000 2020	['BLM']	16	0	https://twitter.com/twitter/statuses/1337256180217860096
0	Blm president biden	@karavoght Fucking owned!  Biden openly said he wants to make America sade for a buttigieg to be president soon and BLM worked hard to make Biden president.	ALeftoid	Wed Dec 16 12:35:59 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1339187518395322377
1	Blm president biden	@ARmastrangelo @KamVTV IF JOE BIDEN TALK ABOUT GUN VIOLENCE HE JOE BIDEN SHOULD BE HOLD RESPONSIBLE FOR ARMING BLM KKK ANTFFA AS WELL AS LOOTERS AND RIOTS GROUP IN AMERICA THIS IS THE BEGINNING OF JOE BIDEN COLLAPSING AND THE END OF HIS FAKE PRESIDENT ELECT SORRY MISTER MAN	MondayA77825701	Wed Dec 16 18:59:41 +0000 2020	['BLM']	2	0	https://twitter.com/twitter/statuses/1339284079729061889
2	Blm president biden	Biden isn’t even president yet and BLM already controls 245 million acres or 1/10th of America’s land base.	AdamNeumannsCoS	Sun Dec 13 20:12:04 +0000 2020	['BLM']	9	0	https://twitter.com/twitter/statuses/1338215129792581635
3	Blm president biden	@realDonaldTrump Thankfully he left respectively and on his own accord, Peacefully! Adios Barr! There will never be a president as great as president Trump. &amp; No one is welcoming Biden or his so called speech. He's a complete embosal democratic discrace to America. CHINA loves Biden, BLM &amp; anarch	Kimberl33307516	Tue Dec 15 01:17:36 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1338654407186059265
4	Blm president biden	Biden will never be my president yall must forgot its still pathological compulsive liars in this world and Biden is one!! Kamala Harris is another one!!! 2 liars on the same team and America thought we was going somewhere with them? jews use BLM when they could have donated!!!🤦🏿‍♂️ https://t.co/iQbbq4LmY3	shizzymacbeatz	Fri Dec 11 12:58:27 +0000 2020	['BLM']	1	0	https://twitter.com/twitter/statuses/1337381232502595586
5	Blm president biden	"@adamhousley @gatewaypundit Here in South Africa I just heard on the news that biden is President Of America..most saddest utmost disgraceful news ever..biden, his son all connected to China!!! How blind can Democrats be!!! Hope Antifa and BLM keep going under biden's presidency...
I hope #ImpeachBiden!"	Natale_Domini	Tue Dec 15 17:28:14 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1338898675293188097
6	Blm president biden	@enthalpy32 @benFranklin2018 Why not, he coward behind them while shooting his mouth off during the BLM and now they should also remove him to make way for the new President in Biden.  To Biden and the people of America he is a major security risk.	norbi1414	Thu Dec 17 04:22:16 +0000 2020	['BLM']	1	0	https://twitter.com/twitter/statuses/1339425656191348736
7	Blm president biden	@GiftCee Anyone who thinks an un-legitimised Biden presidency thinks America's going to have a good time are mistaken. Either way BLM and Antifa are going to kick off though.	WTFPurpleAlpaca	Sat Dec 12 16:14:12 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1337792880337891335
8	Blm president biden	"Everyone is afraid if Biden didn't win their city would burn down &amp; many people would be murdered. So, they cheated to let Biden win and blocked President Trump. BLM / Antifa is still Burning , Looting, Hacking Server's and Killing innocent people anyway. 🤦‍♂️

#Trump2020 #America"	KI4NRP	Mon Dec 14 18:20:22 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1338549406434471936
9	Blm president biden	@cindymccain @JoeBiden Too bad Biden is the wrong thing for America. An old teetering man who is loosing his mental facilities. Hope you enjoy the higher taxes, influx of Mexicans, the March toward a socialist state, and back to the swamp mentality. Then when you are fed up you get president BLM Harris	Hook_Em_Horns17	Mon Dec 14 23:52:09 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1338632904990023680
10	Blm president biden	What's up America!! Greetings from President elect Captain Metal!!! I love how Joe Biden has a plan to do what the Trump team has already done. What a second rate hack. I also love to see the NFL going down. That's what happens when you suck commie cock and lick BLM ass.	JohnWin38595161	Wed Dec 09 14:15:20 +0000 2020	['BLM']	2	0	https://twitter.com/twitter/statuses/1336675804630151175
11	Blm president biden	All in one year! China unleashed CV a Bio attack on the US to destroy the economy, funded BLM and Antifa, helped rig an election to take down a president and will install Beijing Biden and most are walking around wearing masks made in China. Current state of America China owned!	meowpurrus	Wed Dec 09 07:17:46 +0000 2020	['BLM']	1	1	https://twitter.com/twitter/statuses/1336570721183686658
12	Blm president biden	"China's DISINFORMATION CAMPAIGN in favor of CHINA's PAID PUPPET, Biden. China wants BIDEN as president so they can RUN AMERICA! China is BANKROLLING Democrats’ BLM MAFIA &amp; Domestic Terrorists ANTIFA to RIOT! 
https://t.co/kpqiJ94bol"	daynutrition	Wed Dec 09 13:26:00 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1336663389536460811
13	Blm president biden	"@politico China's DISINFORMATION CAMPAIGN in favor of CHINA's PAID PUPPET, Biden. China wants BIDEN as president so they can RUN AMERICA! China is BANKROLLING Democrats’ BLM MAFIA &amp; Domestic Terrorists ANTIFA to RIOT! 
https://t.co/kpqiJ94bol"	daynutrition	Wed Dec 09 13:27:06 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1336663667140677634
14	Blm president biden	@JRosengard @SawyerHackett Not true. They let antifa and BLM destroy New York City,  Detroit, Minneapolis and other big cities. The police stood back. Seattle, Portland. We need law and order! Now!  President Trump can help!  Biden is China owned. Not good for America!  Jesus please help our country!	Wanda19181386	Tue Dec 15 02:25:52 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1338671586841333761
0	Racism in usa	"@GudNPlanty @Craig_A_Spencer Trump did a grand job at MAKING AMERICA GREAT AGAIN ROFL, only thing great about USA is it's status as a basket case
- guns everywhere
- racism 
- greatest out of control covid community spread globally

Biden will inherit a USA thats a long way beyond FUBARed. Hard orders WNTBM"	IAN69388881	Mon Dec 14 10:59:22 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1338438427025448962
1	Racism in usa	@ufunnyafbribri Im tired of the colourism n racism in the latin community both from those in the USA and those in latino america	storm_3113	Tue Dec 15 10:41:47 +0000 2020	['BLM']	8	0	https://twitter.com/twitter/statuses/1338796388562460672
2	Racism in usa	Cleveland Indians changed their name, now for the rest of the racism in corporate America - USA TODAY https://t.co/Sgy1IZQYcU	idlewildmike	Wed Dec 16 02:14:13 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1339031042355851274
3	Racism in usa	@f4irylovebot Racism is very much alive in Latin America hence that carries over to Latinos on the USA mixed with US traditional racism	Arnolds_Life	Wed Dec 16 22:51:10 +0000 2020	['BLM']	2	0	https://twitter.com/twitter/statuses/1339342333972783104
4	Racism in usa	@JulianaAdedeji @cnnbrk American racism is everywhere. What a shitty thing to say.  That’s our current state in the USA insult and be indifferent to peoples suffering. Make America Great Again.	GuzmanDetroit	Wed Dec 09 10:35:56 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1336620588018900992
5	Racism in usa	"White supremacy and systemic racism defines twenty-first century North America. 

It is truly farcical and absurd therefore to suggest that the USA is the land of the free and a bastion of human rights. https://t.co/eoawHnuWYt"	Fio_edwards	Fri Dec 11 18:51:17 +0000 2020	['BLM']	10	6	https://twitter.com/twitter/statuses/1337470023485550596
6	Racism in usa	@CapehartJ Jonathan, this is the real racism and madness that is hidden in the hearts of many lawmakers in US Congress and Senate. Their views are shared across America, especially their followers who believe that 'white is power' and that people of colour and blacks have no place in USA	TheGene10258447	Fri Dec 11 12:25:31 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1337372943765082113
7	Racism in usa	"@salem_alan @SkySportsNews In south america its ok to say ""negrito"", we dont have that history of racism that they had in USA or Europe, so here ""negrito"" its a kind expresion to say to a friend. 
Here we all have more than one friend nicknamed ""negro"" and we are fine with it."	GLeone15	Thu Dec 17 21:38:02 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1339686316745895936
8	Racism in usa	"a wrong idea in her thread. blm was talked about FOR MONTHS in latin america. it was trend topic in our twitters, schools and universities spoke about it and we even supported the ""what to do as non usa citizens"" thread. we latinos are aware that racism exists here, and that's +"	velvethino	Wed Dec 16 18:26:12 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1339275653095575552
9	Racism in usa	@darelmass Liberals may have turned from Christ but not the overwhelming number of blacks in America. Kendi does not influence them but white leftists that mistakenly believe racism in USA means that blacks are leftist as well. Most blacks are religious conservatives.	kenwyatt44	Wed Dec 09 16:35:15 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1336711016894251010
10	Racism in usa	"@sapphiresdust As a Canadian that has a home in the USA I agree 100%. Had a US neighbor tell me that Obama ripped the country apart. Sorry but racism is ripping America apart. 
You had a good run but America is no longer a leader of the free world."	BWPalmeter	Thu Dec 10 23:20:51 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1337175476750651393
11	Racism in usa	Trump was just loud with his racism /sexism/gaslighting. I ain’t never seen a president take to social media at every tantrum. America has plenty of issues to fight against. As long as people raised from racist times run the USA we got plenty to bitch about 😊 https://t.co/qahVdcFTkP	shamandaladaisy	Mon Dec 14 11:56:35 +0000 2020	['BLM']	1	0	https://twitter.com/twitter/statuses/1338452827119738880
12	Racism in usa	America truly understands the reality of what racism is to an Island and its treatment. The USA took over PR in 1898, 2 years after giving 1896 self govern right after 400 years of struggle with Spain. To declare it a territory yet refuse to bring in English teacher and educator https://t.co/la92P7Wva1	OChenault	Mon Dec 14 22:07:10 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1338606484951732225
13	Racism in usa	America needs to move on after Trump? I hope Joe Biden’s picks are the start of people of colour in every job at least once? White Americans have had it to easy they have never suffered racism so how would they know,what it was like?they ask white Americans is there racism in USA https://t.co/zSGXhY42qg	EdwardCaddis	Thu Dec 10 23:26:59 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1337177019256332288
14	Racism in usa	@JoyVBehar Joy ; I truly agree with you regarding the entire school system in USA 🇺🇸 should teach true black history; including Jim Crow; redlining; convict leasing; mass incarceration &amp; Racism in America against black Americans Descendants of slavery...Thank you 🙏	poweranddivine	Mon Dec 14 02:17:07 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1338306998388068353
15	Racism in usa	"@sourmash6 @RexChapman America has systemic and structural racism

So- Black people, Hispanic and American Indians are dying at 2 to 3 times white people

I think that the people dying cause of racism should get the vaccine first

But the USA is a plutocracy - so the rich will get it first https://t.co/k69DAGj4ti"	sayansi2020	Thu Dec 17 16:47:19 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1339613156600147969
16	Racism in usa	@Teri_Kanefield @amsmadwoman the anti black racism white America has collectively ignored, said isn't their job to fix, claimed their ancestors weren't involved, and they don't benefit from systemic white supremacy, is rearing it's head as blacks are getting into positions of power in their 'whites only' USA	ceoofkti	Mon Dec 14 05:24:33 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1338354166595346433
